4.149656744004806441e+00 1.219884622682799780e+01
9.119682113514398836e+00 4.599666721122343205e+00
-4.489563262318484682e+00 1.087137488509911520e+01
1.925421908724042552e+01 2.658381669170535755e+00
6.485358749785332222e+00 -3.437061803821578998e+00
-3.974498702461892741e+00 3.286702874469145996e+00
1.037187322756878949e+01 1.546168560387512159e+01
-9.677222094375810713e+00 8.427238879203294175e+00
4.522762089756021453e+00 -6.260318135805662543e+00
-1.726603624877053633e+01 -5.963997060228165559e+00
-6.348927585851658506e+00 -1.105963267835669583e+01
6.208535952322987050e+00 -9.652396746887598411e+00
2.593549772628777284e+00 -1.830528403059766518e+01
-2.763879636204447099e-01 1.641517120710268429e+01
-9.785089782535923320e+00 1.441317833089574130e+01
-1.585650333503533105e+01 -1.015837190044458893e+01
-8.605682888879613301e+00 -9.794293660125875434e+00
3.114081764545545639e+00 1.231900848704214546e+01
2.476268679310428933e+00 8.899219014041801046e+00
1.642894040652959475e+01 -7.402578973636845916e+00
-7.493948706117820047e-01 -6.246718774641651706e+00
-5.371407710010273284e+00 3.693231601603599756e+00
-1.087332940609258181e+01 7.098695409627066688e+00
-1.297056210548158395e-01 1.958215488409070915e+01
-5.836841474875865465e+00 9.176447294342096939e+00
-2.705518566733683627e+00 8.617981242108671225e+00
6.554101377425487485e+00 -7.958250550388957123e+00
-1.720185647703788234e+01 -9.191146528539860583e+00
5.120226896057046062e+00 -1.194123256502142905e+00
-1.381706494324965462e+01 -1.212063669229155671e+01
-5.291075528001238482e+00 1.461290650010534620e+01
-1.241180740218990763e+01 -1.280098922509480452e+01
5.031964280147461999e+00 5.478098454328143019e-01
-1.674454433569819756e+01 -1.123892378208142029e+00
1.835775150804927947e+01 -4.717692258113176385e-01
