-4.513600297669985439e-02 -1.689148269436776673e+01
-2.041877660637633340e+01 -6.275659798800037770e+00
2.384554667744493273e+01 6.437602635962489384e-01
3.370391912962593217e+00 -5.053357100181621320e+00
1.368162807986553098e+00 -2.710122062400319365e+01
-6.301447273125141635e+00 -2.489853009225329217e+01
-2.575796918104173372e+01 -6.229883037983745986e+00
-4.165601138448756124e+00 2.554998334935878290e+01
6.950392159698517425e+00 -1.566024193246785501e+01
-1.758083337992237150e+00 1.001300324889242965e+01
-1.342565789769532003e+01 1.823617397665915263e+01
4.647777015155962310e+00 1.785222264031054351e+01
-4.702412009890103578e-02 -2.600726700422743320e+01
1.597244881973137076e+01 2.229607731048013797e+00
-2.493359933931036920e+01 -1.472917132125439110e+01
1.938923143119317061e+01 -9.593314494736295828e+00
-1.648394344305407699e+01 -7.592655866378803964e+00
-4.827241186188763855e+00 1.276911523874770715e+01
9.182706947339362102e+00 -8.048533161703431915e+00
1.374851786521758612e+01 6.053852988308314309e+00
1.821423141083221608e+01 -3.050303936342626976e+00
1.260586038223719463e+01 2.229441696336082579e+00
3.972783014260408141e+00 1.879211375659629368e+01
-1.178499047550577394e+01 8.244302239949901079e+00
2.985456508295874833e+00 4.817792497482060732e+00
8.887415177109019737e+00 -1.044380817685075158e+01
3.678804031924042039e+00 -2.675350717126854150e+01
1.483876819400042280e+01 -7.641556339963249123e+00
-9.867666596574457216e+00 9.346176038664873786e+00
-1.902795166782697578e+01 1.645162345625954714e+01
-2.487030248644057195e+01 -7.955082372579169281e+00
-1.969251335685199722e+00 7.432271364795951740e+00
1.168854717841961843e+01 2.637161750187759779e+00
-1.412888961235247098e+00 2.758289923319417269e+01
3.661596185785187973e+00 2.561473492667155938e+01
