2.077762120445919791e+01 -1.015534744604154405e+01
-8.072213792630149598e+00 2.460572740835220173e+01
-3.037631186142748074e+00 -2.221652890225980315e+01
1.689371971824459084e+00 -2.139978676018060355e+01
-2.204304029758917238e+01 -8.842550784610365699e-01
-4.542819642284332549e-01 2.401054489825053651e+01
3.471498166530142981e+00 2.655073760157254625e+01
1.744323235384388937e+01 1.639594725709827827e+01
-1.615671874799193475e+01 -1.431161042610322198e+01
-2.122682579905649902e+01 8.989449021808354701e+00
-2.475043264499716500e+01 6.099191176451860485e+00
-1.114802857866533614e+01 -2.302826324336917452e+01
1.964227431551390168e+01 -1.184386365347746128e+01
5.578753658165044982e+00 1.929894252604973204e+01
-1.298188226215584429e+01 -2.156060482064740569e+01
7.929367286219438427e+00 -2.119307094479506048e+01
1.289820120926307645e+01 -1.788573942331532507e+01
-2.029998533140796013e+01 5.586280967687283550e+00
1.562438762110745571e+01 -1.285742997489062134e+01
-1.029529829228074789e+01 1.777183307822480174e+01
-2.120652225765612542e+01 -4.172931625601785655e+00
2.036641195440019914e+01 7.349101840987117384e+00
2.423181250603118286e+01 -1.428598554217407823e+01
-8.211420236433758291e+00 -1.949166618043987143e+01
-2.144425932081136210e+01 1.255614131225506469e+01
-2.308313153889832492e+01 6.631421160901657785e+00
-3.457195538841112192e+00 -2.628853948177108180e+01
-1.905613293549986054e+01 -7.301657135975323065e+00
2.348986556502792311e+01 -1.341887304597234198e+01
1.554608663267350899e+01 -1.810094548803100523e+01
1.939859337943420670e+01 -1.708052021027230438e+01
2.041327984650689942e+01 7.955989327438001135e-01
-2.476841227489861552e+01 -1.348613988451880985e+01
-1.165882824322693523e+01 2.194985798305209812e+01
1.024533614595321929e+01 2.096673414168910909e+01
